Deutsch,English,wk,freq
finito,finito,0,98
eindringlich,urgent,0,97
yao,Yao,0,97
porto,postage,0,97
paintball,paintball,0,97
bulldog,bulldog,0,97
naß,wet,0,97
gan,gan,0,97
deng,deng,0,97
oss,oss,0,97
kroger,kroger,0,97
widerstandes,resistance,0,97
zittrig,shaky,0,97
nachtschichten,night shifts,0,97
abgabetermin,deadline,0,97
rotkehlchen,robin,0,97
mahlen,grind,0,97
verliehenen,awarded,0,97
durchdrungen,penetrated,0,97
bleifuß,leadfoot,0,97
telepathischen,telepathic,0,97
beziehst,relate,0,97
geschäftssinn,business acumen,0,97
vermiete,rent,0,97
dade,dade,0,97
feuerbereit,ready to fire,0,97
hunters,hunters,0,97
tagesstätte,daycare,0,97
adoptierte,adopted,0,97
fortgeschickt,sent away,0,97
sippschaft,clan,0,97
hup,honk,0,97
übertrumpft,trumped,0,97
fürze,farts,0,97
häuptlinge,chiefs,0,97
schwitzkasten,sweatbox,0,97
rothschild,Rothschild,0,97
spirituosen,spirits,0,97
amoklauf,rampage,0,97
stattliche,stately,0,97
teddybären,teddy bears,0,97
friseurin,hairdresser,0,97
beschaffenheit,texture,0,97
aktivierte,activated,0,97
latin,latin,0,97
kitsch,kitsch,0,97
assistiert,assisted,0,97
veranlassung,cause,0,97
häßlich,ugly,0,97
mattis,mattis,0,97
berthier,Berthier,0,97
entzugserscheinungen,withdrawal symptoms,0,97
grimms,grimms,0,97
cabernet,cabernet,0,97
bedenklich,dubious,0,97
vorweg,in advance,0,97
bildschön,beautiful,0,97
adoptiveltern,adoptive parents,0,97
hungernden,starving,0,97
tipptopp,tip top,0,97
wehrlosen,defenseless,0,97
seaworld,seaworld,0,97
synchro,synchronized,0,97
kaoru,kaoru,0,97
revolutionen,revolutions,0,97
völliges,complete,0,97
polio,polio,0,97
umgehe,bypass,0,97
angefressen,eaten,0,97
überfragt,questioned,0,97
lesern,readers,0,97
blablabla,bla bla bla,0,97
sméagol,smeagol,0,97
schärfsten,sharpest,0,97
coionei,coionei,0,97
appetitlich,appetizing,0,97
schamlose,shameless,0,97
geniales,brilliant,0,97
rausschleichen,sneak out,0,97
tanzpartner,dance partner,0,97
landkarten,maps,0,97
anspruchsvolle,demanding,0,97
basketballspiel,basketball game,0,97
offiziersmesse,officers' mess,0,97
mucki,mucky,0,97
nanosonden,nanoprobes,0,97
ibn,ibn,0,97
indochina,indochina,0,97
hindus,Hindus,0,97
jugendknast,juvenile prison,0,97
kimmie,Kimmie,0,97
meise,tit,0,97
autowaschanlage,car wash,0,97
piney,piney,0,97
villen,villas,0,97
ballet,ballet,0,97
meade,meade,0,97
gebratenen,fried,0,97
imperial,imperial,0,97
zurückruft,calls back,0,97
wegzuziehen,to move away,0,97
lim,lim,0,97
prallt,bounces,0,97
limited,limited,0,97
filippo,filippo,0,97
zyste,cyst,0,97
liams,liams,0,97
s01e03,s01e03,0,97
l.a.p.d.,l.a.p.d.,0,97
elegantes,elegant,0,97
übergezogen,overdrawn,0,97
kurzfristige,short term,0,97
aula,auditorium,0,97
berlioz,berlioz,0,97
alana,alana,0,97
maps,maps,0,97
erhöhter,increased,0,97
vereist,iced,0,97
baumstumpf,tree stump,0,97
paranoider,more paranoid,0,97
kick-ass,kick ass,0,97
expeditionen,expeditions,0,97
austrocknen,dry out,0,97
vereinbarte,agreed,0,97
unruhige,restless,0,97
blob,blob,0,97
regenzeit,rainy season,0,97
cartagena,Cartagena,0,97
gemeinste,meanest,0,97
maisfeld,cornfield,0,97
karli,karli,0,97
mickrigen,puny,0,97
entledigt,disposed of,0,97
leisteten,performed,0,97
poison,poison,0,97
erholte,recovered,0,97
neuankömmlinge,newcomers,0,97
bjarne,bjarne,0,97
brasilianischen,Brazilian,0,97
schlittschuhlaufen,ice skating,0,97
festsitzt,stuck,0,97
kimba,kimba,0,97
wirtschaftlich,economically,0,97
yo-yo,yo-yo,0,97
verfiel,fell into disrepair,0,97
experimentierte,experimented,0,97
eugenia,eugenia,0,97
spy,spy,0,97
gefasel,drivel,0,97
picknicken,picnic,0,97
suspekt,suspicious,0,97
gescheiter,smarter,0,97
hummus,hummus,0,97
tragende,supporting,0,97
mockingbird,mockingbird,0,97
sinnloser,more pointless,0,97
koteletten,sideburns,0,97
superb,superb,0,97
gynäkologen,gynecologists,0,97
weihnachtsmorgen,Christmas morning,0,97
näherin,seamstress,0,97
übersinnlichen,supernatural,0,97
präfektur,prefecture,0,97
hauptrechner,main computer,0,97
wettbüro,betting office,0,97
runs,runs,0,97
aufbewahrung,storage,0,97
güterzug,freight train,0,97
silence,silence,0,97
kryptonier,kryptonians,0,97
verzauberte,enchanted,0,97
judson,judson,0,97
heimsucht,haunted,0,97
miho,miho,0,97
zackig,jagged,0,97
argumentiert,argued,0,97
erblinden,go blind,0,97
voltaire,Voltaire,0,97
stütz,support,0,97
entfesseln,unleash,0,97
mahmoud,mahmoud,0,97
siedlungen,settlements,0,97
siam,Siam,0,97
tütchen,bag,0,97
erkrankte,fell ill,0,97
überstellt,transferred,0,97
fiesta,fiesta,0,97
ähnelst,resemble,0,97
diz,diz,0,97
veto,veto,0,97
tron,tron,0,97
naivität,greenness,0,97
runterfällt,falls down,0,97
ilya,Ilya,0,97
collage,collage,0,97
bully,bully,0,97
parlaments,parliament,0,97
vordereingang,front entrance,0,97
erheblichen,significant,0,97
wiederzuerlangen,to regain,0,97
volke,people,0,97
faulpelze,lazybones,0,97
bemuttern,mother,0,97
fototermin,photo session,0,97
verträgen,contracts,0,97
schlössern,locks,0,97
duellieren,duel,0,97
ortung,location,0,97
strickjacke,cardigan,0,97
kal,cal,0,97
überrasch,surprise,0,97
pulle,pulle,0,97
charge,batch,0,97
literarische,literary,0,97
morgenstern,morning star,0,97
fängen,catch,0,97
rotieren,rotate,0,97
servierte,served,0,97
baudelaire,Baudelaire,0,97
telegrafiert,telegraphed,0,97
auszahlt,pays out,0,97
zellengenossen,cellmates,0,97
rotröcke,redcoats,0,97
centre,center,0,97
bibliotheken,libraries,0,97
sizilianer,Sicilian,0,97
demon,demon,0,97
rumspielen,play around,0,97
handelns,acting,0,96
überzeugst,convince,0,96
hofdame,lady in waiting,0,96
kurzfassung,short version,0,96
konfitüre,jam,0,96
ausrechnen,calculate,0,96
schuljunge,schoolboy,0,96
culpepper,culpepper,0,96
patrizia,Patricia,0,96
brät,fry,0,96
dons,dons,0,96
gegrillte,grilled,0,96
schwarzweiß,black-and-white,0,96
geschwollene,swollen,0,96
trotzt,defies,0,96
jubei,cheers,0,96
addie,Addie,0,96
knechtschaft,bondage,0,96
betone,emphasize,0,96
herbeirufen,summon,0,96
steinigen,stone,0,96
freeze,freeze,0,96
bezirzt,charmed,0,96
kyla,kyla,0,96
metamorphose,metamorphosis,0,96
forschungsinstitut,research institute,0,96
avec,avec,0,96
realismus,realism,0,96
kegeln,bowling,0,96
produziere,produce,0,96
bankdirektor,bank manager,0,96
mau,mew,0,96
angezweifelt,doubted,0,96
denkzettel,reminder,0,96
beherzigen,take heed,0,96
siebter,seventh,0,96
aussätzige,lepers,0,96
zielscheiben,targets,0,96
tankwagen,tank truck,0,96
spionageabwehr,counterintelligence,0,96
thanks,thanks,0,96
klammerst,cling,0,96
abverlangt,demanded,0,96
spreng,blast,0,96
ehrbar,honorable,0,96
schmitt,Schmitt,0,96
opernhaus,opera house,0,96
varieté,vaudeville,0,96
pulitzer,pulitzer,0,96
gejohle,jeered,0,96
knackigen,crisp,0,96
suarez,suarez,0,96
tolliver,tolliver,0,96
beliebig,any,0,96
ding-dong,ding dong,0,96
hierbleibe,stay here,0,96
eastman,eastman,0,96
schont,protects,0,96
blitzschlag,lightning strike,0,96
mobbing,bullying,0,96
freiheitsstrafe,prison sentence,0,96
gewinns,profit,0,96
laugier,laugier,0,96
markos,markos,0,96
herzstück,centerpiece,0,96
entsorgung,disposal,0,96
grr,grr,0,96
qing,qing,0,96
schlummertrunk,nightcap,0,96
schwärmerei,crush,0,96
verleumdungen,slander,0,96
bogenschütze,archer,0,96
lovely,lovely,0,96
rastlos,restless,0,96
mechs,mechs,0,96
brodie,brodie,0,96
untaten,misdeeds,0,96
schnallst,buckle,0,96
petto,petto,0,96
riskanter,riskier,0,96
kronzeuge,key witness,0,96
aufenthalts,stay,0,96
wahrzeichen,landmark,0,96
nachträglich,retrospectively,0,96
gefährde,danger,0,96
zündkerzen,spark plugs,0,96
unvergleichliche,incomparable,0,96
getreuen,faithful,0,96
herhalten,serve,0,96
aslan,aslan,0,96
polizeigewahrsam,police custody,0,96
entbindungsstation,maternity ward,0,96
anwendet,applies,0,96
einholt,caught up,0,96
temporär,temporary,0,96
levinson,Levinson,0,96
beendeten,ended,0,96
freigang,release,0,96
vasektomie,vasectomy,0,96
aqua,aqua,0,96
wundbrand,gangrene,0,96
dominante,dominant,0,96
zenith,zenith,0,96
leid.,sorrow.,0,96
funktioniere,work,0,96
gigs,gigs,0,96
platsch,splash,0,96
galloway,galloway,0,96
booster,booster,0,96
reiflicher,more mature,0,96
crittendon,Crittendon,0,96
ästhetik,aesthetics,0,96
dawg,dawg,0,96
funkelt,sparkles,0,96
besonderheiten,special features,0,96
einziehe,move in,0,96
raussuchen,search out,0,96
sonnenstich,sunstroke,0,96
verstrahlt,irradiated,0,96
cartouche,cartouche,0,96
trümpfe,trumps,0,96
abgetreten,assigned,0,96
sarang,sarang,0,96
diele,hallway,0,96
lebenserfahrung,life experience,0,96
verzeichnen,record,0,96
aufweisen,have,0,96
rolls-royce,Rolls Royce,0,96
daxam,daxam,0,96
altersschwäche,old age,0,96
bilanzen,balance sheets,0,96
pino,pino,0,96
rohstoffe,raw materials,0,96
humanoid,humanoid,0,96
trainierten,trained,0,96
erachtens,in my opinion,0,96
zink,zinc,0,96
herrschenden,ruling,0,96
doherty,doherty,0,96
katastrophale,catastrophic,0,96
gluten,gluten,0,96
g.d.,g.d.,0,96
talentsucher,talent scout,0,96
puta,puta,0,96
verkabelung,cabling,0,96
angeschmiert,smeared,0,96
niggern,niggers,0,96
giganten,giants,0,96
schreibblockade,writer's block,0,96
iassen,iassen,0,96
knirscht,crunches,0,96
zyklopen,cyclopes,0,96
rastplatz,rest area,0,96
lokalnachrichten,local news,0,96
verfehlungen,misdeeds,0,96
verhalf,helped,0,96
zi,zi,0,96
liquidiert,liquidated,0,96
versus,versus,0,96
drohenden,threatening,0,96
julchen,yulchen,0,96
gerichtlich,judicially,0,96
coeur,coeur,0,96
unerklärlichen,inexplicable,0,96
siegte,won,0,96
negan,Negan,0,96
benni,benni,0,96
gemeinschaftsraum,common room,0,96
mosley,mosley,0,96
bewertungen,reviews,0,96
zooey,zooey,0,96
nanking,nanking,0,96
scheißleben,live Shit,0,96
slotter,slotter,0,96
nettigkeit,niceness,0,96
messwerte,measurements,0,96
juckreiz,itching,0,96
kutner,kutner,0,96
unerfreuliche,unpleasant ones,0,96
portfolio,portfolio,0,96
fuhrpark,fleet,0,96
einsetzte,used,0,96
eislaufen,ice skating,0,96
wiedergegeben,reproduced,0,96
verteidigungsministeriums,Ministry of Defense,0,96
updates,updates,0,96
motorroller,scooter,0,96
loulou,loulou,0,96
kan,can,0,96
bp,bp,0,96
danke.,Thanks.,0,96
gacet,gacet,0,96
menschheitsgeschichte,human history,0,96
sesamstraße,sesame street,0,96
landurlaub,shore leave,0,96
gemunkelt,rumored,0,96
neurologie,neurology,0,96
spätzchen,spits,0,96
beruft,called,0,96
nebenstraßen,side streets,0,96
reykjavik,Reykjavik,0,96
demarco,demarco,0,96
wundersames,miraculous,0,96
oberschicht,upper class,0,96
gemisch,mixture,0,96
verstümmelte,mutilated,0,96
nagelt,nails,0,96
moderatorin,presenter,0,96
gepfiffen,whistled,0,96
hufen,hoove,0,96
büchsen,cans,0,96
dink,dink,0,96
miro,miro,0,96
vorgesorgt,taken care of,0,96
farbig,colored,0,96
ramsch,junk,0,96
individuellen,individual,0,96
bewachte,guarded,0,96
zählten,counted,0,96
kontaktdaten,contact details,0,96
spat,late,0,96
verschrieb,prescribed,0,96
macgregor,macgregor,0,96
ausgebaut,expanded,0,96
staut,jams,0,96
durchbringen,get through,0,96
lahmlegen,paralyze,0,96
fatalen,fatal,0,96
vermerken,note,0,96
hingeschmissen,thrown away,0,96
midlife-crisis,midlife crisis,0,96
frühlingsrollen,spring rolls,0,96
schleudert,hurls,0,96
pazifist,pacifist,0,96
anwesens,property,0,96
amtierenden,incumbent,0,96
fitnessraum,gym,0,96
gitarrenklänge,guitar sounds,0,96
folterkammer,torture chamber,0,96
rüdiger,ruder,0,96
bezirksgefängnis,county jail,0,96
zip,zip,0,96
marthas,marthas,0,96
fo,fo,0,96
bonnies,bonnies,0,96
deveraux,deveraux,0,96
gießerei,foundry,0,96
halfter,holster,0,96
freikommt,is released,0,96
cs,cs,0,96
türknauf,doorknob,0,96
fjodor,Fyodor,0,96
anriefst,you called,0,96
vasen,vases,0,96
xerxes,xerxes,0,96
schlechteren,worse,0,96
konzepte,concepts,0,96
tschechen,Czechs,0,96
rechtmäßiger,more lawful,0,96
amüsante,amusing,0,96
haftung,liability,0,96
scharfsinn,acumen,0,96
geschichtsbüchern,history books,0,95
levine,levine,0,95
weltbeste,world's best,0,95
siri,Siri,0,95
rechnest,calculate,0,95
fender,fender,0,95
marlott,marlott,0,95
verstecktes,hidden,0,95
zoos,zoos,0,95
dinieren,dine,0,95
fotografisches,photographic,0,95
adolphe,adolphe,0,95
ausgelastet,busy,0,95
raufklettern,climb up,0,95
sarajevo,Sarajevo,0,95
bespitzeln,spy on,0,95
landsitz,country estate,0,95
fet,fet,0,95
vergißt,forgets,0,95
lügender,lying,0,95
aussitzen,sit it out,0,95
weltwunder,wonder of the world,0,95
stadtplan,map,0,95
misslingt,fails,0,95
frauenarzt,gynecologist,0,95
entfernst,removed,0,95
büste,bust,0,95
paralleluniversum,parallel universe,0,95
spast,fun,0,95
unversucht,untried,0,95
gerhardt,Gerhardt,0,95
idealismus,idealism,0,95
wegzuschicken,to send away,0,95
gefährdeten,endangered,0,95
dillinger,Dillinger,0,95
daã,daã,0,95
ehrgeizige,ambitious,0,95
erzieht,educates,0,95
zeitrahmen,time frame,0,95
bison,bison,0,95
weiteratmen,keep breathing,0,95
vertretern,representatives,0,95
unbeobachtet,unobserved,0,95
ninas,nina,0,95
videomaterial,video material,0,95
betatscht,groped,0,95
rassistin,racist,0,95
aufn,record,0,95
kjartan,kjartan,0,95
klimpert,strums,0,95
tadashi,tadashi,0,95
rauswurf,expulsion,0,95
schwüre,swear,0,95
autoritäten,authorities,0,95
prego,prego,0,95
zungenkuss,French kiss,0,95
disher,disher,0,95
befürworte,advocate,0,95
w-was,w-what,0,95
zeugte,fathered,0,95
gefã,trapped,0,95
flüchte,escape,0,95
sarek,sarek,0,95
angeschafft,purchased,0,95
wächterin,guard,0,95
rufnummer,phone number,0,95
stierkampf,bullfight,0,95
plissken,pleat,0,95
ronja,Ronja,0,95
abgeschieden,secluded,0,95
patriotische,patriotic,0,95
gesteigert,increased,0,95
einlage,insert,0,95
yippie,yippee,0,95
verkehrslärm,traffic noise,0,95
poplar,poplar,0,95
belles,belles,0,95
gordons,Gordon's,0,95
salamander,salamander,0,95
tiefem,deep,0,95
auseinanderhalten,keep apart,0,95
einzubeziehen,to include,0,95
strawberry,strawberry,0,95
kleriker,cleric,0,95
zurückgefahren,driven back,0,95
sensationelle,sensational,0,95
anhängsel,appendages,0,95
workshop,workshop,0,95
vergräbt,buried,0,95
regens,rain,0,95
sentimentaler,more sentimental,0,95
supercool,super cool,0,95
müßten,would have to,0,95
eingehst,enter,0,95
parkservice,valet parking,0,95
sonniger,sunnier,0,95
schwerfallen,to be difficult,0,95
camino,camino,0,95
hochkommt,comes up,0,95
linux,linux,0,95
narnia,Narnia,0,95
lido,lido,0,95
toga,toga,0,95
katey,Katey,0,95
gültigkeit,validity,0,95
stabiler,more stable,0,95
tempelritter,Knight Templar,0,95
bonnet,bonnet,0,95
ergänzt,supplemented,0,95
riggins,riggins,0,95
neils,Neils,0,95
süchtiger,more addictive,0,95
variationen,variations,0,95
ayse,ayse,0,95
starts,starts.starts,0,95
allerschönste,most beautiful,0,95
einsparungen,savings,0,95
ausstrahlen,radiate,0,95
glückskind,lucky child,0,95
contessa,contessa,0,95
enkels,grandson,0,95
regionalen,regional,0,95
15-jährigen,15 year old,0,95
überfalle,ambush,0,95
wacklig,wobbly,0,95
fünfziger,fifties,0,95
charlie36,charlie36,0,95
eldon,eldon,0,95
verbeuge,bow,0,95
fehlalarm,false alarm,0,95
slow,slowly,0,95
raf,raf,0,95
großartigsten,greatest,0,95
nuschelt,mumbles,0,95
rollfeld,runway,0,95
echsen,lizards,0,95
pfähle,piles,0,95
einsteins,einsteins,0,95
herumtreiben,drift around,0,95
excelsior,excelsior,0,95
polizistenmörder,cop murderer,0,95
kosovo,Kosovo,0,95
reinschicken,send in,0,95
arbeitskleidung,work clothes,0,95
konkurrenzkampf,competition,0,95
voranzukommen,to move forward,0,95
telefonsex,phone sex,0,95
ziegelstein,brick,0,95
sadisten,sadists,0,95
baldige,soon,0,95
gereift,matured,0,95
ion,ion,0,95
beibringe,teach,0,95
gumbo,gumbo,0,95
raumanzug,spacesuit,0,95
räumung,eviction,0,95
augenhöhe,eye level,0,95
versenkung,sinking,0,95
deer,deer,0,95
abfliegen,fly off,0,95
anfangt,begins,0,95
granville,granville,0,95
zocker,gambler,0,95
schutzzauber,protection spell,0,95
maxi,max,0,95
hergefallen,fallen,0,95
halse,jibe,0,95
bratkartoffeln,fried potatoes,0,95
gioberti,gioberti,0,95
unklaren,unclear,0,95
carcetti,carcetti,0,95
maki,maki,0,95
year,year,0,95
hinausgeworfen,thrown out,0,95
gadget,gadget,0,95
gekritzel,doodle,0,95
raum-zeit-kontinuum,space-time continuum,0,95
braithwaite,braithwaite,0,95
erhol,recover,0,95
prall,plump,0,95
beschreibst,describe,0,95
abdeckung,cover,0,95
sammel,collect,0,95
nicolai,nicolai,0,95
schlüsselwort,keyword,0,95
synthetischen,synthetic,0,95
ermutigte,encouraged,0,95
geringfügig,slightly,0,95
sussex,sussex,0,95
provisorische,provisional,0,95
überreagierst,overreact,0,95
ehrengäste,guests of honor,0,95
aggie,aggie,0,95
marylin,marylin,0,95
cruella,cruella,0,95
überspielen,overplay,0,95
erfüllten,fulfilled,0,95
vive,vive,0,95
schrecklichsten,most terrible,0,95
antanzen,dance on,0,95
getto,ghetto,0,95
blitzblank,sparkling clean,0,95
fischbein,whalebone,0,95
sebastien,Sebastian,0,95
waverider,waverider,0,95
gravur,engraving,0,95
fleischwolf,meat grinder,0,95
beweglichkeit,agility,0,95
äquator,equator,0,95
scheißloch,shithole,0,95
glatten,smooth,0,95
privilegiert,privileged,0,95
gewänder,robes,0,95
bauchredner,ventriloquist,0,95
somerset,somerset,0,95
staunt,amazed,0,95
beans,beans,0,95
optik,optics,0,95
dome,dome,0,95
glänzendes,shiny,0,95
feurige,fiery,0,95
weggestoßen,pushed away,0,95
segle,sail,0,95
realistischer,more realistic,0,95
fahrern,drive,0,95
gebrauchsanweisung,instructions for use,0,95
chandra,chandra,0,95
presslufthammer,jackhammer,0,95
verduftet,evaporated,0,95
already,already,0,95
gert,Gert,0,95
detoniert,detonated,0,95
riskierten,risked,0,95
dez,dec,0,95
hektische,hectic,0,95
ausgestopft,stuffed,0,95
nordwestlich,northwest,0,95
kalk,lime,0,95
josefa,josefa,0,95
mittelamerika,Central America,0,95
arbeitsstunden,working hours,0,95
erspartes,savings,0,95
bürgt,vouches,0,94
rika,rika,0,94
gehstock,walking stick,0,94
überspielt,overplayed,0,94
wunderknabe,boy wonder,0,94
katalogisiert,cataloged,0,94
pogo,pogo,0,94
schlafwandler,sleepwalker,0,94
alliierte,allies,0,94
comprende,comprende,0,94
nachfahre,descendant,0,94
tc,etc,0,94
gunilla,gunilla,0,94
werdegang,career,0,94
mentalist,mentalist,0,94
besatzungsmitglieder,crew members,0,94
mehrzahl,plural,0,94
fehlender,missing,0,94
construction,construction,0,94
qualifizierte,qualified,0,94
gewährleistet,guaranteed,0,94
ventilatoren,fans,0,94
passabel,passable,0,94
ronan,Ronan,0,94
mengele,mengele,0,94
koji,koji,0,94
deva,deva,0,94
erscheinungsbild,appearance,0,94
sputnik,sputnik,0,94
flachmann,hip flask,0,94
verwarnt,warned,0,94
sommersprosse,freckle,0,94
beschuldigung,accusation,0,94
lachnummer,laughing stock,0,94
anschwellen,swelling,0,94
spielberg,Spielberg,0,94
beschäftigst,busy,0,94
sparschwein,piggy bank,0,94
ehrenvollen,honorable,0,94
boxey,boxey,0,94
bekämpfst,fight,0,94
viertels,quarter,0,94
gestaltung,design,0,94
tippfehler,typo,0,94
einmaliger,more unique,0,94
niners,niners,0,94
pubs,pubs,0,94
mus,mus,0,94
komantschen,Comanche,0,94
zarter,more delicate,0,94
weggeholt,taken away,0,94
vincke,vincke,0,94
cluster,clusters,0,94
psychotische,psychotic,0,94
auschecken,check out,0,94
regeneriert,regenerated,0,94
diamantring,diamond ring,0,94
ox,ox,0,94
genauere,more precise,0,94
brant,brant,0,94
entlassungspapiere,discharge papers,0,94
verlege,lay,0,94
proteus,proteus,0,94
zustellen,deliver,0,94
widerfuhr,happened,0,94
cosa,cosa,0,94
undine,undine,0,94
stumpfes,blunt,0,94
strapazen,strain,0,94
witch,witch,0,94
stryfe,stryfe,0,94
regte,stirred,0,94
wenigste,least,0,94
pharmaceuticals,pharmaceuticals,0,94
pulsierende,pulsating,0,94
landmine,landmine,0,94
herbeigeführt,brought about,0,94
autodieb,car thief,0,94
gelistet,listed,0,94
runtergezogen,pulled down,0,94
sadistisch,sadistic,0,94
erübrigen,superfluous,0,94
geblickt,looked,0,94
treck,trek,0,94
übermenschliche,superhuman,0,94
1o,1o,0,94
evey,evey,0,94
voigt,voigt,0,94
erkundigungen,inquiries,0,94
ela,ela,0,94
mundwasser,mouthwash,0,94
schrottkarre,scrap cart,0,94
elizabeths,Elizabeth's,0,94
lerner,learner,0,94
zuko,zuko,0,94
christelle,christelle,0,94
wüten,rage,0,94
vermeintlichen,supposed,0,94
rieke,rieke,0,94
blitzableiter,lightning rod,0,94
buggy,buggy,0,94
gekochtes,cooked,0,94
hales,hales,0,94
lieblingsblumen,favorite flowers,0,94
apollonia,Apollonia,0,94
genetischer,genetic,0,94
protzig,pretentious,0,94
klargeworden,became clear,0,94
bereute,regretted,0,94
kurzum,in short,0,94
beschleunigte,accelerated,0,94
wassertank,water tank,0,94
corona,corona,0,94
überraschenden,surprising,0,94
eigentums,property,0,94
craven,craven,0,94
gare,cook,0,94
dynamics,dynamics,0,94
ränder,edges,0,94
schwesterlein,little sister,0,94
oh.,Oh.,0,94
scheitel,part,0,94
verträumte,dreamy,0,94
josette,josette,0,94
abrufen,retrieve,0,94
heteros,heteros,0,94
isi,isi,0,94
abgestritten,denied,0,94
stimm,agree,0,94
establishment,establishment,0,94
entzweit,divided,0,94
fickte,fucked,0,94
wasserturm,water tower,0,94
weidet,grazes,0,94
einschlief,fell asleep,0,94
kenzi,kenzi,0,94
achtete,paid attention,0,94
apo,apo,0,94
latnok,latnok,0,94
überfliegen,fly over,0,94
pharaos,pharaoh,0,94
büfett,buffet,0,94
pokale,trophies,0,94
zwinger,kennel,0,94
financial,financial,0,94
aktenkundig,on record,0,94
psychologischer,psychological,0,94
schwinge,swing,0,94
vierer,four,0,94
abfolge,sequence,0,94
rino,rino,0,94
damn,damn,0,94
gewürzen,season,0,94
gave,gave,0,94
maisbrot,cornbread,0,94
gesetzgebung,legislation,0,94
roxie,Roxie,0,94
bowers,bowers,0,94
standst,stands,0,94
creel,creel,0,94
phils,phils,0,94
herumschleichen,sneak around,0,94
freisprechen,acquit,0,94
goodnight,Goodnight,0,94
entziehe,withdraw,0,94
hauptattraktion,main attraction,0,94
walnuss,walnut,0,94
verführte,seduced,0,94
kinderbuch,children's book,0,94
booty,booty,0,94
zeitstempel,timestamp,0,94
jüngeres,younger,0,94
vertrauliches,confidential,0,94
erforderliche,required,0,94
appelliere,appeal,0,94
betreibst,operate,0,94
genetisches,genetic,0,94
caspar,Caspar,0,94
liberace,liberace,0,94
alices,Alice,0,94
einflößend,inspiring,0,94
selbsterhaltung,self-preservation,0,94
hardwicke,hardwicke,0,94
probierten,tried,0,94
luxuriös,luxurious,0,94
obdachlosenheim,homeless shelter,0,94
spätschicht,late shift,0,94
erholst,recover,0,94
wahrheitsserum,truth serum,0,94
gebührenden,due,0,94
schwielen,calluses,0,94
verliess,left,0,94
raider,raider,0,94
weiterzugehen,to move on,0,94
rangeht,answers,0,94
us-botschaft,us embassy,0,94
smithsonian,Smithsonian,0,94
erling,erling,0,94
fitnesscenter,fitness center,0,94
unwichtigen,unimportant,0,94
büffet,buffet,0,94
daenerys,daenerys,0,94
irritieren,irritate,0,94
abstauben,dust off,0,94
knödel,dumplings,0,94
dao,dao,0,94
reingeschlichen,sneaked in,0,94
verletzbar,vulnerable,0,94
podcast,podcast,0,94
seeley,seeley,0,94
carlito,Carlito,0,94
queequeg,queequeg,0,94
akkurat,accurate,0,94
fahrlässig,negligent,0,94
seminare,seminars,0,94
diktatoren,dictators,0,94
düse,nozzle,0,94
bomb,bomb,0,94
spartan,spartan,0,94
ehrenvolle,honorable,0,94
lecks,leaks,0,94
abholte,picked up,0,94
oppenheimer,oppenheimer,0,94
forschungszentrum,research center,0,94
ausgewählten,selected,0,94
gm,gm,0,94
dreidel,dreidel,0,94
restaurieren,restore,0,94
einzusehen,to view,0,94
unechte,fake,0,94
übereilen,haste,0,94
chanukka,Hanukkah,0,94
tollwütiger,more rabid,0,94
telekinese,telekinesis,0,94
pädiatrie,pediatrics,0,94
surehand,surehand,0,94
klargestellt,clarified,0,94
recycling,recycling,0,94
winona,winona,0,94
mittelmäßigkeit,mediocrity,0,94
freudenhaus,pleasure house,0,94
ch19fff8,ch19fff8,0,94
spanky,spanky,0,94
chruschtschow,Khrushchev,0,94
relevanten,relevant,0,94
abschlüsse,degrees,0,94
belästigst,bother you,0,94
cannabis,cannabis,0,94
anschlags,stop,0,94
arabischer,Arabic,0,94
baskerville,baskerville,0,94
badlands,badlands,0,94
segler,sailor,0,94
büstenhalter,brassiere,0,94
zoltan,zoltan,0,94
hilfreiche,helpful,0,94
mäßigen,moderate,0,94
ketamin,ketamine,0,94
aufmerksamer,more attentive,0,94
verdrehst,twisted,0,94
zuschaut,watching,0,94
hoben,lifted,0,94
obduktionsbericht,autopsy report,0,94
margarete,Margaret,0,94
nächstbeste,next best,0,93
schottlands,Scotland,0,93
anderton,anderton,0,93
willigte,agreed,0,93
trist,sad,0,93
columbo,columbo,0,93
brüderschaft,brotherhood,0,93
versohle,spank,0,93
vollendete,completed,0,93
verhüten,prevent,0,93
gepunktet,dotted,0,93
zölibat,celibacy,0,93
tuba,tuba,0,93
fälscht,fakes,0,93
verziert,decorated,0,93
glühst,glow,0,93
hoffnungsschimmer,glimmer of hope,0,93
lotsen,pilot,0,93
jauchzen,cheer,0,93
jón,jon,0,93
bloods,bloods,0,93
varianten,variants,0,93
erstrahlen,shine,0,93
crandall,crandall,0,93
hipster,hipsters,0,93
erneutes,again,0,93
lebensweg,life path,0,93
explizit,explicit,0,93
gesellt,joined,0,93
verworren,confused,0,93
einberufung,convocation,0,93
martok,martok,0,93
cagney,cagney,0,93
knöllchen,nodules,0,93
kinderlos,childless,0,93
herumzusitzen,to sit around,0,93
makaber,macabre,0,93
roggen,rye,0,93
sitzplatz,seat,0,93
wärmflasche,hot water bottle,0,93
übertriebene,exaggerated,0,93
ekelerregend,disgusting,0,93
überschuss,excess,0,93
blechen,sheet metal,0,93
hinauswerfen,throw out,0,93
alto,alto,0,93
ökonomie,economy,0,93
patriotisch,patriotic,0,93
